|name          |ra      |dec     |maj_axis|mag    |cat_num  |cdec     |cra     |
|MCG+01-59-038 |23 18 20|+06 35.4|   20.00|   13.0|NGC 7591 |+063524.5|231820.3|
|MCG+01-59-039 |23 18 47|+09 15.4|   13.00|   14.5|NGC 7601 |+091524.8|231846.7|
|MCG+01-59-040 |23 18 56|+06 52.4|   12.00|   14.0|         |+065225.0|231856.2|
|MCG+01-59-041 |23 18 56|+06 53.4|    5.00|   15.0|         |+065325.0|231856.2|
|MCG+01-59-042 |23 19 14|+08 06.4|   10.00|   14.0|IC 5309  |+080625.2|231914.0|
|MCG+01-59-043 |23 19 14|+09 18.4|    6.00|   15.0|         |+091825.2|231913.7|
|MCG+01-59-044 |23 19 17|+08 22.4|   15.00|   14.0|NGC 7608 |+082225.3|231916.9|
|MCG+01-59-045 |23 19 17|+07 42.4|   11.00|   15.0|         |+074225.3|231917.1|
|MCG+01-59-046 |23 19 32|+09 31.4|    6.00|   17.0|         |+093125.4|231931.7|
|MCG+01-59-047 |23 19 32|+09 31.4|   10.00|   14.5|NGC 7609 |+093125.4|231931.7|
|MCG+01-59-048 |23 19 32|+09 30.4|    6.00|   15.5|         |+093025.4|231931.7|
|MCG+01-59-049 |23 19 38|+08 04.4|   12.00|   13.5|NGC 7611 |+080425.5|231938.0|
|MCG+01-59-050 |23 19 47|+08 36.4|   12.00|   14.0|NGC 7612 |+083625.6|231946.9|
|MCG+01-59-051 |23 19 56|+08 25.4|    8.00|   15.0|NGC 7615 |+082525.8|231955.9|
|MCG+01-59-051A|23 20 08|+08 09.4|    7.00|   15.0|NGC 7617 |+080925.9|232008.0|
|MCG+01-59-052 |23 20 17|+08 13.4|    0.00|   12.0|NGC 7619 |+081326.0|232017.0|
|MCG+01-59-053 |23 20 17|+07 56.5|   13.00|   15.0|         |+075626.0|232017.1|
|MCG+01-59-054 |23 20 20|+08 00.4|    7.00|   16.0|         |+080026.1|232020.0|
|MCG+01-59-055 |23 20 26|+08 23.5|    6.00|   15.5|NGC 7621 |+082326.2|232026.0|
|MCG+01-59-056 |23 20 32|+08 25.4|   12.00|   14.0|NGC 7623 |+082526.2|232032.0|
|MCG+01-59-057 |23 20 47|+08 13.4|    0.00|   12.0|NGC 7626 |+081326.4|232047.0|
|MCG+01-59-058 |23 21 08|+08 06.4|    8.00|   15.0|         |+080626.7|232108.1|
|MCG+01-59-059 |23 21 14|+07 21.4|    8.00|   14.5|         |+072126.8|232114.2|
|MCG+01-59-060 |23 21 26|+08 13.4|   10.00|   13.0|NGC 7631 |+081326.9|232126.0|
|MCG+01-59-061 |23 21 26|+08 33.4|    5.00|   15.5|         |+083326.9|232126.0|
|MCG+01-59-062 |23 21 44|+08 54.5|    0.00|   13.5|NGC 7634 |+085427.1|232143.9|
|MCG+01-59-063 |23 21 44|+09 00.5|    8.00|   14.5|         |+090027.1|232143.9|
|MCG+01-59-064 |23 21 47|+09 05.5|    8.00|   14.0|         |+090527.2|232146.9|
|MCG+01-59-065 |23 21 50|+09 21.5|    6.00|   14.5|         |+092127.2|232149.8|
|MCG+01-59-066 |23 21 57|+04 59.5|   12.00|   14.0|         |+045927.3|232156.7|
|MCG+01-59-067 |23 22 03|+05 01.4|   10.00|   14.0|         |+050127.4|232202.7|
|MCG+01-59-068 |23 22 14|+09 16.4|    9.00|   15.5|         |+091627.5|232213.9|
|MCG+01-59-069 |23 22 17|+09 23.5|   20.00|   16.0|         |+092327.6|232216.8|
|MCG+01-59-070 |23 23 02|+09 00.5|    6.00|   15.0|         |+090028.1|232302.0|
|MCG+01-59-071 |23 23 27|+04 57.5|    5.00|   15.5|         |+045728.4|232326.8|
|MCG+01-59-072 |23 23 56|+09 40.5|   12.00|   13.0|NGC 7648 |+094028.8|232355.9|
|MCG+01-59-073 |23 24 38|+08 37.5|    8.00|   15.0|         |+083729.2|232438.1|
|MCG+01-59-074 |23 24 38|+09 16.5|   10.00|   14.0|         |+091629.2|232438.0|
|MCG+01-59-075 |23 24 44|+08 26.5|   16.00|   15.0|         |+082629.3|232444.1|
|MCG+01-59-076 |23 24 50|+09 30.5|    4.00|   15.5|         |+093029.4|232449.9|
|MCG+01-59-077 |23 25 08|+08 16.5|    6.00|   15.0|         |+081629.6|232508.2|
|MCG+01-59-078 |23 25 48|+05 03.5|    5.00|   15.0|         |+050330.0|232547.8|
|MCG+01-59-079 |23 25 50|+08 02.5|    6.00|   15.0|         |+080230.1|232550.3|
|MCG+01-59-080 |23 27 56|+08 46.5|   10.00|   14.0|NGC 7675 |+084631.4|232756.2|
|MCG+01-59-081 |23 27 59|+08 46.5|    2.00|   16.0|NGC 7674 |+084631.5|232759.2|
|MCG+01-59-082 |23 28 02|+07 51.5|    6.00|   15.0|         |+075131.5|232802.4|
|MCG+01-59-083 |23 28 08|+08 46.5|    5.00|   15.0|         |+084631.6|232808.2|
|MCG+01-59-084 |23 28 14|+09 36.5|    5.00|   15.0|         |+093631.6|232814.1|
|MCG+01-59-085 |23 29 02|+08 55.6|    6.00|   15.0|         |+085532.1|232902.2|
|MCG+01-59-086 |23 29 56|+08 58.6|    8.00|   15.0|         |+085832.7|232956.3|
|MCG+01-59-087 |23 30 45|+03 53.6|   22.00|   13.0|NGC 7685 |+035333.1|233045.1|
|MCG+01-60-001 |23 32 33|+06 50.6|    9.00|   15.0|         |+065034.2|233232.7|
|MCG+01-60-002 |23 33 18|+07 50.6|    5.00|   15.5|         |+075034.6|233317.6|
|MCG+01-60-003 |23 33 27|+04 21.6|    8.00|   16.0|         |+042134.6|233327.1|
|MCG+01-60-004 |23 33 57|+04 50.6|    5.00|   14.5|NGC 7696 |+045034.9|233357.0|
|MCG+01-60-005 |23 35 03|+04 52.6|    0.00|   14.0|NGC 7704 |+045235.5|233503.1|
|MCG+01-60-006 |23 35 15|+04 56.6|   10.00|   14.0|NGC 7706 |+045635.6|233515.1|
|MCG+01-60-007 |23 35 27|+07 18.6|   17.00|   13.0|         |+071835.7|233526.7|
|MCG+01-60-008 |23 35 33|+05 11.6|   16.00|   14.5|         |+051135.7|233533.0|
|MCG+01-60-009 |23 37 03|+04 53.6|    6.00|   15.0|         |+045336.4|233703.1|
|MCG+01-60-010 |23 37 18|+04 51.6|    4.00|   16.0|         |+045136.5|233718.1|
|MCG+01-60-011 |23 37 21|+04 52.6|    9.00|   15.0|         |+045236.6|233721.1|
|MCG+01-60-012 |23 37 39|+08 05.6|    6.00|   16.0|         |+080536.7|233738.7|
|MCG+01-60-013 |23 38 03|+07 26.6|    6.00|   15.0|         |+072636.9|233802.8|
|MCG+01-60-014 |23 38 15|+07 47.6|    6.00|   15.0|         |+074737.0|233814.8|
|MCG+01-60-015 |23 38 21|+09 12.6|    6.00|   14.5|         |+091237.0|233820.6|
|MCG+01-60-016 |23 38 27|+04 46.6|    9.00|   14.0|IC 1503  |+044637.1|233827.1|
|MCG+01-60-017 |23 38 39|+05 25.6|   10.00|   14.5|         |+052537.1|233839.1|
|MCG+01-60-018 |23 39 03|+07 47.6|    6.00|   15.0|         |+074737.3|233902.8|
|MCG+01-60-019 |23 39 09|+05 27.6|   12.00|   15.0|         |+052737.4|233909.1|
|MCG+01-60-020 |23 41 18|+03 59.6|   16.00|   13.0|IC 1504  |+035938.2|234118.3|
|MCG+01-60-021 |23 43 15|+08 43.6|   14.00|   16.0|         |+084338.9|234314.9|
|MCG+01-60-022 |23 43 36|+05 05.6|    8.00|   16.0|         |+050539.0|234336.2|
|MCG+01-60-023 |23 43 57|+08 20.6|    6.00|   15.0|         |+082039.2|234357.0|
|MCG+01-60-024 |23 44 15|+09 10.7|    1.50|   16.0|         |+091039.3|234414.9|
|MCG+01-60-025 |23 44 18|+09 09.7|    2.50|   16.0|         |+090939.3|234417.9|
|MCG+01-60-026 |23 44 21|+05 38.6|   11.00|   15.5|         |+053839.3|234421.2|
|MCG+01-60-027 |23 44 33|+06 01.7|    4.00|   15.0|         |+060139.4|234433.2|
|MCG+01-60-028 |23 44 39|+04 48.7|    6.00|   15.5|         |+044839.4|234439.3|
|MCG+01-60-029 |23 44 48|+04 43.7|    6.00|   15.0|IC 1506  |+044339.4|234448.3|
|MCG+01-60-030 |23 44 51|+09 11.6|    6.00|   16.0|         |+091139.4|234450.9|
|MCG+01-60-031 |23 45 09|+07 02.6|   20.00|   13.0|         |+070239.5|234509.1|
|MCG+01-60-032 |23 45 27|+04 34.7|    8.00|   15.5|         |+043439.6|234527.3|
|MCG+01-60-033 |23 46 15|+05 51.7|   10.00|   15.0|         |+055139.9|234615.2|
|MCG+01-60-034 |23 46 33|+03 46.7|   14.00|   12.5|NGC 7750 |+034640.0|234633.4|
|MCG+01-60-035 |23 46 57|+06 51.7|    6.00|   14.0|NGC 7751 |+065140.1|234657.2|
|MCG+01-60-036 |23 48 03|+05 34.7|    8.00|   15.5|         |+053440.4|234803.3|
|MCG+01-60-037 |23 48 48|+04 08.7|   23.00|   12.0|NGC 7757 |+040840.5|234848.4|
|MCG+01-60-038 |23 48 57|+06 07.7|    5.00|   15.0|         |+060740.6|234857.3|
|MCG+01-60-039 |23 50 51|+06 08.7|    0.00|   15.0|         |+060841.0|235051.4|
|MCG+01-60-040 |23 50 54|+08 40.7|    6.00|   15.5|         |+084041.0|235054.2|
|MCG+01-60-041 |23 51 03|+08 43.7|    8.00|   15.5|         |+084341.0|235103.2|
|MCG+01-60-042 |23 52 09|+08 23.7|   14.00|   14.0|         |+082341.2|235209.3|
|MCG+01-60-043 |23 53 15|+07 51.7|    6.00|   14.0|NGC 7778 |+075141.4|235315.4|
|MCG+01-60-044 |23 53 18|+08 08.7|    8.00|   15.0|         |+080841.4|235318.4|
|MCG+01-60-045 |23 53 21|+07 51.7|   12.00|   13.5|NGC 7779 |+075141.4|235321.4|
|MCG+01-60-046 |23 53 27|+08 06.7|    8.00|   14.5|NGC 7780 |+080641.4|235327.4|
|MCG+01-60-047 |23 53 48|+07 50.7|    7.00|   15.5|NGC 7781 |+075041.5|235348.4|
|MCG+01-60-048 |23 53 51|+07 57.7|   20.00|   13.0|NGC 7782 |+075741.5|235351.4|
|MCG+01-60-049 |23 55 18|+05 56.7|    0.00|   13.0|NGC 7785 |+055641.7|235518.5|
|MCG+02-01-001 |23 56 39|+13 46.7|    8.00|   15.0|         |+134641.8|235639.4|
|MCG+02-01-002 |23 57 03|+10 48.7|   18.00|   14.5|         |+104841.8|235703.5|
|MCG+02-01-003 |23 58 34|+09 57.7|   14.00|   14.5|         |+095741.9|235833.5|
|MCG+02-01-004 |23 58 34|+10 43.7|   16.00|   13.0|NGC 7794 |+104341.9|235833.5|
|MCG+02-01-005 |23 58 48|+12 36.7|    8.00|   16.0|         |+123642.0|235848.5|
|MCG+02-01-006 |23 59 16|+15 41.7|    6.00|   15.5|         |+154142.0|235915.5|
|MCG+02-01-007 |23 59 34|+14 48.7|   24.00|   12.5|NGC 7800 |+144842.0|235933.6|
|MCG+02-01-008 |00 01 04|+13 10.7|    3.00|   19.0|         |+131042.0|000103.7|
|MCG+02-01-009 |00 01 04|+13 09.7|    8.00|   15.0|         |+130942.0|000103.7|
|MCG+02-01-010 |00 01 04|+13 07.7|    6.00|   15.5|         |+130742.0|000103.7|
|MCG+02-01-011 |00 01 10|+13 07.7|   10.00|   14.0|NGC 7803 |+130742.0|000109.7|
|MCG+02-01-012 |00 01 16|+13 07.7|    7.00|   15.0|         |+130742.0|000115.7|
|MCG+02-01-013 |00 01 19|+13 06.7|    4.00|   18.0|         |+130642.0|000118.7|
|MCG+02-01-014 |00 01 34|+15 05.7|    8.00|   15.0|         |+150542.0|000133.7|
|MCG+02-01-015 |00 02 19|+12 57.7|   12.00|   14.5|NGC 7810 |+125742.0|000218.8|
|MCG+02-01-016 |00 03 34|+10 36.7|    6.00|   15.0|         |+103642.0|000333.8|
|MCG+02-01-017 |00 03 40|+15 13.7|   18.00|   16.0|         |+151342.0|000339.9|
|MCG+02-01-018 |00 04 10|+10 16.7|   12.00|   15.0|         |+101641.9|000409.8|
|MCG+02-01-019 |00 04 16|+10 46.7|   14.00|   14.0|         |+104641.9|000415.9|
|MCG+02-01-020 |00 07 58|+11 51.7|    6.00|   15.5|         |+115141.6|000758.1|
|MCG+02-01-021 |00 08 40|+15 48.7|   30.00|   12.5|NGC   14 |+154841.5|000840.3|
|MCG+02-01-022 |00 09 04|+10 53.7|   14.00|   15.0|         |+105341.4|000904.1|
|MCG+02-01-023 |00 10 40|+13 42.7|   20.00|   14.5|         |+134241.2|001040.3|
|MCG+02-01-024 |00 12 10|+12 02.7|   12.00|   15.0|         |+120240.9|001210.4|
|MCG+02-01-025 |00 13 05|+14 24.7|   10.00|   14.5|         |+142440.7|001304.6|
|MCG+02-01-026 |00 13 59|+12 57.7|   16.00|   14.5|         |+125740.5|001358.5|
|MCG+02-01-027 |00 15 59|+14 04.7|   12.00|   15.0|         |+140440.0|001558.7|
|MCG+02-01-028 |00 16 17|+10 19.7|    9.00|   14.5|         |+101939.9|001616.5|
|MCG+02-01-029 |00 16 50|+12 19.7|   20.00|   14.0|         |+121939.7|001649.7|
|MCG+02-01-030 |00 17 47|+11 26.6|   18.00|   13.0|NGC   63 |+112639.4|001746.6|
|MCG+02-01-031 |00 18 11|+13 10.7|    8.00|   15.0|         |+131039.3|001810.8|
|MCG+02-01-032 |00 19 11|+15 45.7|   10.00|   15.0|         |+154539.0|001911.1|
|MCG+02-01-033 |00 20 05|+10 52.6|   12.00|   14.0|         |+105238.7|002004.7|
|MCG+02-02-001 |00 20 05|+10 51.7|   14.00|   14.0|         |+105138.7|002004.7|
|MCG+02-02-002 |00 20 23|+10 13.6|    6.00|   15.5|         |+101338.5|002022.7|
|MCG+02-02-003 |00 22 11|+10 29.6|   18.00|   13.0|NGC   95 |+102937.9|002210.8|
|MCG+02-02-004 |00 23 05|+13 41.6|    6.00|   15.5|         |+134137.5|002305.2|
|MCG+02-02-005 |00 23 35|+14 40.6|   10.00|   15.0|         |+144037.3|002335.4|
|MCG+02-02-006 |00 23 48|+15 45.6|   15.00|   14.0|NGC   95 |+154537.2|002347.5|
|MCG+02-02-007 |00 24 17|+10 05.6|    4.00|   15.5|         |+100537.0|002416.9|
|MCG+02-02-008 |00 25 11|+12 52.6|   13.00|   13.5|NGC  105 |+125236.6|002511.3|
|MCG+02-02-009 |00 26 00|+13 38.6|   12.00|   14.5|         |+133836.2|002559.4|
|MCG+02-02-010 |00 26 47|+11 33.6|    8.00|   15.0|         |+113335.8|002647.2|
|MCG+02-02-011 |00 26 59|+11 34.6|   30.00|   13.0|         |+113435.7|002659.2|
|MCG+02-02-012 |00 28 53|+10 09.6|    6.00|   14.5|         |+100934.8|002853.1|
|MCG+02-02-013 |00 29 29|+11 34.6|    6.00|   15.0|         |+113434.4|002929.3|
|MCG+02-02-014 |00 30 24|+13 21.5|   12.00|   15.0|         |+132134.0|003023.7|
|MCG+02-02-015 |00 30 30|+12 39.5|    6.00|   15.5|         |+123933.9|003029.6|
|MCG+02-02-016 |00 30 47|+10 38.6|    6.00|   15.5|         |+103833.7|003047.3|
|MCG+02-02-017 |00 30 53|+10 12.5|   12.00|   14.0|NGC  137 |+101233.7|003053.2|
|MCG+02-02-018 |00 32 48|+11 43.6|    8.00|   14.5|         |+114332.6|003247.6|
|MCG+02-02-019 |00 34 05|+10 04.5|    6.00|   16.0|         |+100431.8|003405.4|
|MCG+02-02-020 |00 34 11|+10 11.5|    8.00|   15.0|         |+101131.7|003411.4|
|MCG+02-02-021 |00 34 18|+12 15.5|   18.00|   15.0|IC   31  |+121531.6|003417.7|
|MCG+02-02-022 |00 36 00|+12 37.5|    6.00|   15.0|         |+123730.6|003559.9|
|MCG+02-02-023 |00 37 00|+13 02.5|    6.00|   16.0|         |+130229.9|003700.1|
|MCG+02-02-024 |00 37 30|+10 20.5|   10.00|   14.0|IC   35  |+102029.5|003729.6|
|MCG+02-02-025 |00 38 18|+15 02.5|   10.00|   15.0|         |+150229.0|003818.5|
|MCG+02-02-026 |00 39 12|+13 05.5|    8.00|   16.0|         |+130528.3|003912.2|
|MCG+02-02-027 |00 39 18|+13 06.5|   10.00|   16.0|         |+130628.3|003918.2|
|MCG+02-02-028 |00 43 25|+14 20.4|   14.00|   13.0|NGC  234 |+142025.2|004324.8|
|MCG+02-03-001 |00 47 19|+14 42.4|    8.00|   15.0|         |+144221.9|004719.1|
|MCG+02-03-002 |00 47 22|+15 41.3|    8.00|   15.0|         |+154121.8|004722.4|
|MCG+02-03-003 |00 47 31|+14 08.3|    8.00|   15.0|         |+140821.7|004731.0|
|MCG+02-03-004 |00 48 51|+11 21.4|   10.00|   15.0|         |+112120.5|004851.4|
|MCG+02-03-005 |00 50 42|+10 35.3|    6.00|   15.0|         |+103518.8|005042.3|
|MCG+02-03-006 |00 50 43|+12 05.3|    8.00|   16.0|         |+120518.8|005042.7|
|MCG+02-03-007 |00 51 00|+11 31.3|    8.00|   15.0|         |+113118.5|005100.6|
|MCG+02-03-008 |00 51 13|+12 00.3|    6.00|   14.5|         |+120018.4|005112.7|
|MCG+02-03-009 |00 52 25|+14 30.3|   12.00|   15.0|         |+143017.2|005225.5|
|MCG+02-03-010 |00 54 49|+11 49.3|    6.00|   15.0|IC   57  |+114914.8|005448.9|
|MCG+02-03-011 |00 54 52|+10 31.3|   15.00|   15.0|         |+103114.8|005451.5|
|MCG+02-03-012 |00 55 19|+12 18.2|    8.00|   15.0|         |+121814.3|005519.1|
|MCG+02-03-013 |00 55 25|+12 06.2|    6.00|   15.0|         |+120614.2|005525.0|
|MCG+02-03-014 |00 55 56|+14 13.2|    8.00|   15.0|         |+141313.7|005555.6|
|MCG+02-03-015 |00 56 01|+12 06.2|    8.00|   15.0|NGC  305 |+120613.6|005601.0|
|MCG+02-03-016 |00 56 20|+13 51.2|    3.00|   15.5|         |+135113.3|005619.6|
|MCG+02-03-017 |00 56 23|+13 51.2|    0.00|   15.5|         |+135113.2|005622.6|
|MCG+02-03-018 |00 58 25|+11 35.2|    4.00|   15.0|         |+113511.1|005825.0|
|MCG+02-03-019 |00 58 37|+12 41.2|    4.00|   16.0|         |+124110.9|005837.4|
|MCG+02-03-020 |00 58 43|+12 45.2|    8.00|   14.5|         |+124510.7|005843.4|
|MCG+02-03-021 |00 58 37|+11 48.2|    8.00|   14.5|         |+114810.9|005837.1|
|MCG+02-03-022 |00 58 49|+12 58.2|    0.00|   14.0|         |+125810.6|005849.5|
|MCG+02-03-023 |00 59 38|+15 19.1|    9.00|   14.0|         |+151909.8|005938.3|
|MCG+02-03-024 |01 01 02|+13 28.1|    8.00|   15.0|         |+132808.2|010101.8|
|MCG+02-03-025 |01 01 00|+09 43.1|   14.00|   15.0|         |+094308.2|010100.6|
|MCG+02-03-026 |01 03 20|+14 02.1|    8.00|   15.0|         |+140205.6|010320.1|
|MCG+02-03-027 |10 03 27|+13 31.4|    6.00|   15.0|         |+133127.7|100326.7|
|MCG+02-03-028 |01 03 25|+10 49.1|    6.00|   15.5|         |+104905.4|010325.1|
|MCG+02-03-029 |01 03 44|+14 33.1|    4.00|   15.5|         |+143305.1|010344.3|
|MCG+02-03-030 |01 03 49|+10 35.1|    4.00|   16.0|         |+103505.0|010349.0|
|MCG+02-03-031 |01 05 38|+14 45.1|    8.00|   15.0|         |+144502.8|010538.5|
|MCG+02-03-032 |01 06 24|+14 34.0|    8.00|   15.0|         |+143401.9|010623.5|
|MCG+02-03-033 |01 07 05|+13 57.0|    6.00|   15.0|         |+135701.0|010705.3|
|MCG+02-03-034 |01 07 08|+13 57.0|    8.00|   14.0|IC 1620  |+135701.0|010708.3|
|MCG+02-03-035 |01 07 07|+10 49.0|    8.00|   14.5|         |+104901.0|010707.3|
|MCG+02-04-001 |01 09 23|+13 08.0|    4.00|   15.5|         |+130758.1|010923.2|
|MCG+02-04-002 |01 09 24|+14 23.0|    5.00|   16.0|         |+142258.1|010923.7|
|MCG+02-04-003 |01 09 24|+14 19.0|   14.00|   14.5|         |+141858.1|010923.6|
|MCG+02-04-004 |01 09 27|+14 17.9|    4.00|   16.0|         |+141758.1|010926.6|
|MCG+02-04-005 |01 09 30|+14 20.0|    6.00|   15.0|         |+141958.0|010929.6|
|MCG+02-04-006 |01 09 50|+13 16.0|   18.00|   16.0|         |+131557.6|010950.3|
|MCG+02-04-007 |01 10 03|+13 56.9|    4.00|   16.0|         |+135657.3|011002.5|
|MCG+02-04-008 |01 12 24|+15 43.9|    4.00|   16.0|IC 1645  |+154354.2|011224.4|
|MCG+02-04-009 |01 12 39|+15 40.9|    5.00|   15.5|IC 1646  |+154053.9|011239.4|
|MCG+02-04-010 |01 12 57|+15 27.9|    6.00|   15.5|         |+152753.5|011257.3|
|MCG+02-04-011 |01 13 15|+15 28.9|    0.00|   16.0|         |+152853.1|011315.3|
|MCG+02-04-012 |01 13 20|+12 43.9|    9.00|   16.0|         |+124352.9|011320.3|
|MCG+02-04-013 |01 13 38|+11 28.9|    4.00|   16.0|         |+112852.5|011337.8|
|MCG+02-04-014 |01 13 54|+13 14.9|    8.00|   15.0|         |+131452.2|011353.5|
|MCG+02-04-015 |01 14 26|+12 20.9|    6.00|   15.0|         |+122051.5|011426.2|
|MCG+02-04-016 |01 15 02|+12 20.8|    4.00|   16.0|         |+122050.6|011502.3|
|MCG+02-04-017 |01 17 03|+12 59.8|   12.00|   14.0|         |+125947.8|011702.6|
|MCG+02-04-018 |01 17 24|+14 41.8|    6.00|   15.5|         |+144147.3|011724.3|
|MCG+02-04-019 |01 18 20|+11 21.8|   24.00|   13.0|         |+112146.0|011820.1|
|MCG+02-04-020 |01 18 40|+14 59.8|    6.00|   14.0|         |+145945.5|011839.6|
|MCG+02-04-021 |01 19 27|+12 25.7|   14.00|   15.0|         |+122544.4|011926.6|
|MCG+02-04-022 |01 19 27|+12 25.7|    6.00|   15.0|         |+122544.4|011926.6|
|MCG+02-04-023 |01 19 28|+14 52.7|    6.00|   15.0|NGC  469 |+145244.4|011927.6|
|MCG+02-04-024 |01 19 58|+14 46.7|   10.00|   14.5|NGC  471 |+144643.6|011957.6|
|MCG+02-04-025 |01 20 03|+14 20.7|    5.00|   14.5|         |+142043.5|012003.4|
|MCG+02-04-026 |01 20 03|+12 54.7|    8.00|   14.5|         |+125443.5|012002.8|
|MCG+02-04-027 |01 20 09|+14 32.7|    4.00|   16.0|         |+143243.3|012009.5|
|MCG+02-04-028 |01 20 56|+11 52.7|    0.00|   15.0|         |+115242.2|012056.4|
|MCG+02-04-029 |01 21 10|+15 40.7|    7.00|   15.0|         |+154041.8|012110.0|
|MCG+02-04-030 |01 21 24|+12 23.7|   18.00|   14.5|         |+122341.5|012123.7|
|MCG+02-04-031 |01 21 54|+11 42.7|    6.00|   15.0|         |+114240.7|012153.4|
|MCG+02-04-032 |01 23 22|+15 12.7|    8.00|   15.0|         |+151238.5|012322.0|
|MCG+02-04-033 |01 23 35|+11 16.6|    0.00|   15.0|NGC  511 |+111638.1|012335.3|
|MCG+02-04-034 |01 23 50|+11 29.6|   12.00|   15.5|         |+112937.8|012350.4|
|MCG+02-04-035 |01 24 09|+12 55.6|   30.00|   12.0|NGC  514 |+125537.3|012409.1|
|MCG+02-04-036 |01 24 20|+09 55.6|   12.00|   15.0|IC  101  |+095537.0|012419.8|
|MCG+02-04-037 |01 24 53|+09 45.6|    8.00|   15.0|         |+094536.1|012452.7|
|MCG+02-04-038 |01 24 56|+09 59.6|   26.00|   13.0|NGC  522 |+095936.1|012455.8|
|MCG+02-04-039 |01 25 10|+14 52.6|   10.00|   15.0|IC  107  |+145235.7|012510.0|
|MCG+02-04-040 |01 25 22|+14 50.6|   15.00|   15.0|IC 1698  |+145035.4|012522.0|
|MCG+02-04-041 |01 25 25|+14 52.6|    6.00|   15.0|IC 1700  |+145235.3|012525.0|
|MCG+02-04-042 |01 25 25|+14 30.6|   12.00|   15.0|         |+143035.3|012524.8|
|MCG+02-04-043 |01 25 29|+10 12.6|   10.00|   15.0|         |+101235.2|012529.0|
|MCG+02-04-044 |01 25 32|+10 47.6|    8.00|   16.0|         |+104735.1|012532.2|
|MCG+02-04-045 |01 25 32|+10 10.6|    3.00|   15.0|         |+101035.1|012531.9|
|MCG+02-04-046 |01 25 32|+10 09.6|    6.00|   15.0|         |+100935.1|012531.9|
|MCG+02-04-047 |01 26 08|+11 26.6|    6.00|   14.5|IC  112  |+112634.2|012608.5|
|MCG+02-04-048 |01 26 26|+09 54.5|   14.00|   15.0|IC  114  |+095433.7|012625.9|
|MCG+02-04-049 |01 26 54|+12 01.6|    8.00|   15.0|         |+120133.0|012653.8|
|MCG+02-04-050 |01 26 44|+10 17.6|    8.00|   16.0|         |+101733.2|012644.0|
|MCG+02-04-051 |01 26 57|+13 02.5|    6.00|   15.0|         |+130232.9|012657.3|
|MCG+02-04-052 |01 27 04|+14 46.6|   10.00|   14.5|IC 1706  |+144632.7|012704.1|
|MCG+02-04-053 |01 27 08|+11 08.5|   10.00|   14.5|IC  569  |+110832.6|012708.4|
|MCG+02-04-054 |01 27 12|+11 08.5|   12.00|   15.0|         |+110832.5|012711.4|
|MCG+02-04-055 |01 27 45|+12 12.5|    6.00|   15.0|         |+121231.6|012745.0|
|MCG+02-04-056 |01 28 55|+13 47.5|   14.00|   15.0|         |+134729.7|012854.7|
|MCG+02-04-057 |01 30 58|+14 07.4|   12.00|   15.0|         |+140726.4|013058.0|
|MCG+02-04-058 |01 31 25|+14 17.4|   14.00|   14.0|         |+141725.6|013125.1|
|MCG+02-05-001 |01 33 16|+13 20.4|   18.00|   14.0|         |+132022.5|013315.8|
|MCG+02-05-002 |01 33 33|+12 35.3|    8.00|   14.0|IC 1715  |+123522.0|013333.5|
|MCG+02-05-003 |01 34 04|+13 29.3|    8.00|   15.5|         |+132921.1|013403.9|
|MCG+02-05-004 |01 34 04|+13 29.3|    4.00|   16.0|         |+132921.1|013403.9|
|MCG+02-05-005 |01 34 51|+12 04.3|    8.00|   15.0|         |+120419.7|013451.3|
|MCG+02-05-006 |01 35 27|+11 56.3|    6.00|   14.5|         |+115618.7|013527.3|
|MCG+02-05-007 |01 36 03|+11 42.3|   14.00|   15.0|         |+114217.6|013603.2|
|MCG+02-05-007A|01 38 47|+15 00.2|    0.00|   15.5|         |+150012.8|013847.0|
|MCG+02-05-008 |01 38 53|+15 02.2|   11.00|   15.0|         |+150212.6|013853.0|
|MCG+02-05-009 |01 42 04|+12 35.1|   26.00|   13.0|NGC  658 |+123506.8|014204.0|
|MCG+02-05-010 |01 42 11|+13 58.1|   11.00|   18.0|         |+135806.6|014210.7|
|MCG+02-05-011 |01 42 26|+13 58.1|   34.00|   13.0|         |+135806.1|014225.7|
|MCG+02-05-012 |01 42 46|+13 08.1|   20.00|   13.0|         |+130805.5|014246.3|
|MCG+02-05-013 |01 42 59|+13 38.1|   76.00|   12.0|NGC  660 |+133805.1|014258.6|
|MCG+02-05-014 |01 43 22|+11 53.1|    6.00|   14.5|         |+115304.3|014321.7|
|MCG+02-05-015 |01 43 40|+12 08.0|   10.00|   14.5|         |+120803.8|014339.8|
|MCG+02-05-016 |01 43 56|+13 47.0|    6.00|   16.0|         |+134703.3|014355.7|
|MCG+02-05-017 |01 44 16|+12 15.1|    8.00|   15.0|         |+121502.6|014415.9|
|MCG+02-05-018 |01 44 25|+12 25.0|    8.00|   15.0|         |+122502.4|014425.0|
|MCG+02-05-019 |01 44 54|+10 25.0|    0.00|   13.0|NGC  665 |+102501.4|014454.0|
|MCG+02-05-020 |01 44 54|+10 19.0|    6.00|   16.0|         |+101901.4|014453.9|
|MCG+02-05-021 |01 45 03|+10 21.0|   10.00|   15.5|         |+102101.1|014503.0|
|MCG+02-05-022 |01 45 03|+10 25.0|    4.00|   17.0|         |+102501.1|014503.0|
