|name          |ra      |dec     |maj_axis|mag    |cat_num  |cdec     |cra     |
|MCG+06-20-007 |08 49 23|+36 43.9|   10.00|   15.0|NGC 2668 |+364350.2|084922.9|
|MCG+06-20-008 |08 50 09|+35 05.8|    7.00|   14.0|         |+350547.7|085008.6|
|MCG+06-20-009 |08 50 40|+36 29.8|    4.00|   16.0|         |+362946.0|085040.4|
|MCG+06-20-010 |08 50 52|+36 20.8|    6.00|   16.0|         |+362045.4|085052.2|
|MCG+06-20-011 |08 52 33|+33 24.7|   80.00|    9.0|NGC 2683 |+332439.8|085233.2|
|MCG+06-20-012 |08 53 56|+35 08.6|   17.00|   15.0|         |+350835.4|085356.1|
|MCG+06-20-013 |08 54 14|+32 39.6|   25.00|   14.0|IC 2421  |+323934.4|085414.0|
|MCG+06-20-013A|08 54 20|+32 36.5|    6.00|   15.0|         |+323634.1|085420.0|
|MCG+06-20-014 |08 54 22|+34 33.5|    9.00|   16.0|         |+343334.0|085422.3|
|MCG+06-20-015 |08 54 28|+36 27.5|    9.00|   15.0|         |+362733.8|085427.8|
|MCG+06-20-016 |09 00 07|+34 40.3|    8.00|   15.0|         |+344015.9|090006.7|
|MCG+06-20-017 |09 00 08|+35 44.3|    8.00|   14.0|NGC 2719 |+354415.9|090008.0|
|MCG+06-20-018 |09 00 08|+35 44.3|    4.00|   14.0|         |+354415.9|090008.0|
|MCG+06-20-019 |09 00 56|+35 46.2|   17.00|   14.0|         |+354613.4|090055.9|
|MCG+06-20-020 |09 01 07|+34 48.2|    7.00|   15.0|         |+344812.8|090106.7|
|MCG+06-20-021 |09 03 00|+34 05.1|    5.00|   15.0|         |+340507.0|090259.6|
|MCG+06-20-022 |09 05 44|+36 21.0|    0.00|   14.0|         |+362058.7|090543.9|
|MCG+06-20-023 |09 05 55|+35 22.0|   15.00|   14.0|NGC 2746 |+352158.1|090554.7|
|MCG+06-20-024 |09 06 36|+34 35.9|   20.00|   14.0|         |+343556.0|090635.7|
|MCG+06-20-025 |09 07 15|+37 12.9|   11.00|   14.0|IC 2434  |+371254.1|090714.8|
|MCG+06-20-026 |09 07 21|+37 29.9|    7.00|   15.0|         |+372953.8|090721.1|
|MCG+06-20-027 |09 07 21|+37 29.9|    5.00|   15.0|         |+372953.8|090721.1|
|MCG+06-20-028 |09 07 22|+33 14.9|   20.00|   14.0|         |+331453.7|090722.0|
|MCG+06-20-029 |09 08 21|+37 32.8|    8.00|   17.0|         |+373250.8|090821.0|
|MCG+06-20-030 |09 08 31|+35 39.8|    4.00|   15.0|         |+353950.3|090830.7|
|MCG+06-20-031 |09 08 31|+35 38.8|    0.00|   15.0|         |+353850.3|090830.6|
|MCG+06-20-032 |09 08 27|+32 32.8|    0.00|   15.0|IC 2439: |+323250.4|090827.0|
|MCG+06-20-033 |09 08 39|+37 36.8|    0.00|   14.0|NGC 2759 |+373649.9|090839.1|
|MCG+06-20-034 |09 08 51|+37 29.8|   11.00|   15.0|         |+372949.3|090850.9|
|MCG+06-20-035 |09 09 03|+37 28.8|    6.00|   17.0|         |+372848.7|090902.8|
|MCG+06-20-036 |09 09 10|+33 04.8|    7.00|   15.0|         |+330448.3|090909.5|
|MCG+06-20-037 |09 09 24|+32 27.8|    8.00|   15.0|         |+322747.5|090923.8|
|MCG+06-20-038 |09 09 28|+33 04.8|   35.00|   12.0|NGC 2770 |+330447.4|090927.5|
|MCG+06-20-039 |09 09 45|+37 35.8|   15.00|   14.0|IC  527  |+373546.7|090944.9|
|MCG+06-20-040 |09 11 24|+32 47.7|   10.00|   15.0|         |+324741.6|091123.9|
|MCG+06-20-041 |09 11 47|+34 55.7|    8.00|   17.0|         |+345540.5|091147.3|
|MCG+06-20-042 |09 12 06|+35 29.6|   20.00|   15.0|         |+352939.6|091205.9|
|MCG+06-20-043 |09 12 20|+34 59.6|    0.00|   14.0|NGC 2778 |+345938.9|091220.3|
|MCG+06-20-044 |09 12 23|+35 01.6|    4.00|   15.0|NGC 2779 |+350138.7|091223.3|
|MCG+06-20-045 |09 12 36|+35 45.7|    0.00|   16.0|         |+354538.1|091236.1|
|MCG+06-20-046 |09 12 36|+35 45.7|    0.00|   16.0|         |+354538.1|091236.1|
|MCG+06-20-047 |09 12 41|+34 53.6|    8.00|   14.0|NGC 2780 |+345337.9|091241.1|
|MCG+06-20-048 |09 13 38|+34 47.6|    4.00|   15.0|         |+344735.1|091337.9|
|MCG+06-20-049 |09 14 24|+35 47.5|    9.00|   15.0|         |+354732.9|091423.9|
|MCG+06-20-050 |09 14 24|+36 06.5|    8.00|   15.0|         |+360632.9|091424.3|
|MCG+06-20-051 |09 14 33|+35 40.6|   10.00|   16.0|         |+354032.4|091432.7|
|MCG+06-20-052 |09 14 36|+36 05.5|   10.00|   16.0|         |+360532.3|091436.2|
|MCG+06-21-001 |09 15 58|+34 02.5|    4.00|   16.0|         |+340228.3|091557.6|
|MCG+06-21-002 |09 16 43|+34 27.4|   10.00|   13.0|NGC 2793 |+342726.1|091643.0|
|MCG+06-21-003 |09 17 37|+36 59.4|   11.00|   16.0|         |+365923.6|091736.8|
|MCG+06-21-004 |09 18 15|+33 53.3|    5.00|   16.0|         |+335321.7|091815.1|
|MCG+06-21-005 |09 18 15|+33 34.4|    5.00|   15.0|         |+333421.7|091814.8|
|MCG+06-21-006 |09 18 27|+33 53.3|    4.00|   16.0|         |+335321.1|091827.1|
|MCG+06-21-007 |09 18 31|+34 34.3|   11.00|   15.0|         |+343421.0|091830.9|
|MCG+06-21-008 |09 19 09|+34 02.3|    7.00|   15.0|NGC 2823 |+340219.1|091909.2|
|MCG+06-21-009 |09 19 15|+33 54.3|    7.00|   15.0|IC 2460  |+335418.8|091915.0|
|MCG+06-21-010 |09 19 15|+33 45.3|    8.00|   15.0|NGC 2825 |+334518.8|091914.8|
|MCG+06-21-011 |09 19 18|+33 38.3|   13.00|   15.0|NGC 2826 |+333818.7|091917.7|
|MCG+06-21-012 |09 19 30|+33 26.3|    6.00|   15.0|         |+332618.1|091929.5|
|MCG+06-21-013 |09 19 39|+33 45.3|    0.00|   15.0|NGC 2830 |+334517.7|091938.8|
|MCG+06-21-014 |09 19 39|+33 44.3|   10.00|   15.0|NGC 2831 |+334417.7|091938.8|
|MCG+06-21-015 |09 19 39|+33 44.3|    0.00|   14.0|NGC 2832 |+334417.7|091938.8|
|MCG+06-21-016 |09 19 44|+32 56.3|   11.00|   15.0|         |+325617.4|091943.9|
|MCG+06-21-017 |09 19 47|+33 07.3|    4.00|   16.0|         |+330717.3|091947.1|
|MCG+06-21-018 |09 19 53|+33 00.3|    4.00|   15.0|         |+330017.0|091952.9|
|MCG+06-21-019 |09 19 58|+37 13.3|   20.00|   14.0|IC 2461  |+371316.9|091957.7|
|MCG+06-21-020 |09 19 56|+33 07.3|   11.00|   16.0|         |+330716.9|091956.0|
|MCG+06-21-021 |09 19 57|+33 44.3|    0.00|   16.0|NGC 2834 |+334416.9|091956.7|
|MCG+06-21-022 |09 20 24|+36 15.2|   15.00|   15.0|         |+361515.7|092023.5|
|MCG+06-21-023 |09 20 33|+33 39.2|    0.00|   15.0|NGC 2839 |+333915.2|092032.5|
|MCG+06-21-024 |09 20 39|+33 43.3|    0.00|   15.0|         |+334314.9|092038.6|
|MCG+06-21-025 |09 20 49|+35 23.2|   11.00|   14.0|NGC 2840 |+352314.4|092049.4|
|MCG+06-21-026 |09 21 44|+33 25.2|    7.00|   14.0|         |+332511.8|092144.1|
|MCG+06-21-027 |09 22 03|+33 52.2|    0.00|   14.0|         |+335210.9|092202.5|
|MCG+06-21-028 |09 23 12|+34 45.1|   11.00|   15.0|         |+344507.7|092312.3|
|MCG+06-21-029 |09 23 26|+33 46.1|    0.00|   15.0|         |+334607.0|092326.2|
|MCG+06-21-030 |09 24 15|+34 32.1|   40.00|   12.0|NGC 2859 |+343204.8|092414.9|
|MCG+06-21-031 |09 24 30|+34 41.0|   12.00|   15.0|         |+344104.1|092430.1|
|MCG+06-21-032 |09 24 44|+33 48.1|    5.00|   15.0|         |+334803.4|092444.1|
|MCG+06-21-033 |09 24 50|+33 45.1|    5.00|   15.0|         |+334503.2|092450.0|
|MCG+06-21-034 |09 25 14|+34 08.0|    9.00|   15.0|         |+340802.1|092514.3|
|MCG+06-21-035 |09 25 44|+34 18.0|   17.00|   15.0|         |+341800.7|092544.4|
|MCG+06-21-036 |09 25 57|+34 39.0|    4.00|   15.0|         |+343900.1|092556.8|
|MCG+06-21-037 |09 25 57|+34 40.0|   20.00|   14.0|         |+344000.1|092556.8|
|MCG+06-21-038 |09 27 20|+33 43.0|    7.00|   15.0|         |+334256.3|092719.6|
|MCG+06-21-039 |09 27 42|+32 39.9|    7.00|   15.0|         |+323955.3|092742.4|
|MCG+06-21-040 |09 29 27|+35 22.9|    6.00|   15.0|         |+352250.6|092927.0|
|MCG+06-21-041 |09 29 36|+35 21.8|    7.00|   15.0|         |+352150.2|092936.0|
|MCG+06-21-042 |09 29 53|+34 14.8|    0.00|   15.0|         |+341449.4|092952.7|
|MCG+06-21-043 |09 30 13|+36 42.8|    7.00|   15.0|         |+364248.6|093013.4|
|MCG+06-21-044 |09 31 51|+35 34.7|    3.50|   15.0|         |+353444.2|093150.8|
|MCG+06-21-045 |09 31 57|+35 33.7|    6.00|   15.0|         |+353343.9|093156.8|
|MCG+06-21-046 |09 33 13|+33 55.7|    5.00|   14.0|         |+335540.5|093312.9|
|MCG+06-21-047 |09 33 19|+34 03.7|   10.00|   14.0|         |+340340.3|093319.0|
|MCG+06-21-048 |09 33 24|+33 39.7|    0.00|   15.0|         |+333940.0|093324.6|
|MCG+06-21-049 |09 33 36|+33 36.7|    4.00|   16.0|         |+333639.5|093336.5|
|MCG+06-21-050 |09 33 43|+34 04.7|    6.00|   15.0|         |+340439.2|093343.0|
|MCG+06-21-051 |09 33 55|+33 59.6|    7.00|   15.0|         |+335938.7|093354.8|
|MCG+06-21-052 |09 35 07|+33 58.6|    5.00|   14.0|         |+335835.5|093506.6|
|MCG+06-21-053 |09 35 07|+34 44.6|    0.00|   15.0|IC 2491  |+344435.5|093507.4|
|MCG+06-21-054 |09 35 21|+35 54.6|    7.00|   15.0|         |+355435.0|093520.6|
|MCG+06-21-055 |09 35 26|+34 59.6|    3.00|   16.0|         |+345934.7|093525.6|
|MCG+06-21-056 |09 36 16|+37 22.6|    5.00|   15.0|IC 2493  |+372232.6|093616.0|
|MCG+06-21-057 |09 36 46|+37 42.5|   10.00|   14.0|NGC 2922 |+374231.3|093646.3|
|MCG+06-21-058 |09 36 56|+35 42.5|    7.00|   15.0|         |+354230.8|093656.1|
|MCG+06-21-059 |09 37 11|+38 06.5|    4.00|   15.0|         |+380630.3|093710.7|
|MCG+06-21-060 |09 37 23|+32 49.5|    8.00|   14.0|NGC 2926 |+324929.6|093723.1|
|MCG+06-21-061 |09 37 35|+35 13.5|    5.50|   15.0|         |+351329.2|093734.5|
|MCG+06-21-062 |09 37 45|+37 06.5|   13.00|   15.0|         |+370628.8|093745.5|
|MCG+06-21-063 |09 38 33|+37 12.4|    4.00|   16.0|         |+371226.7|093833.4|
|MCG+06-21-064 |09 38 48|+34 17.5|    5.00|   15.0|         |+341726.0|093848.4|
|MCG+06-21-065 |09 39 00|+34 00.4|   20.00|   13.0|NGC 2942 |+340025.5|093900.1|
|MCG+06-21-066 |09 39 00|+33 26.4|    1.50|   18.0|         |+332625.5|093859.5|
|MCG+06-21-067 |09 39 07|+32 17.4|   11.00|   14.0|NGC 2944 |+321725.2|093907.4|
|MCG+06-21-068 |09 39 18|+36 33.4|    5.00|   15.0|         |+363324.8|093917.6|
|MCG+06-21-069 |09 39 24|+36 34.4|    5.00|   15.0|         |+363424.6|093923.6|
|MCG+06-21-070 |09 39 21|+33 51.4|    4.00|   15.0|         |+335124.6|093920.8|
|MCG+06-21-071 |09 39 19|+32 21.4|    4.00|   15.0|         |+322124.7|093919.4|
|MCG+06-21-072 |09 39 19|+32 21.4|    7.00|   14.0|         |+322124.7|093919.4|
|MCG+06-21-073 |09 41 17|+35 53.3|   15.00|   14.0|NGC 2955 |+355319.8|094116.6|
|MCG+06-21-074 |09 42 23|+36 21.3|   10.00|   15.0|IC 2500  |+362117.0|094222.9|
|MCG+06-22-001 |09 43 03|+37 50.3|    8.00|   14.0|         |+375015.4|094303.3|
|MCG+06-22-002 |09 43 18|+35 08.2|    4.00|   16.0|         |+350814.7|094318.5|
|MCG+06-22-003 |09 43 20|+36 14.2|    0.00|   14.0|NGC 2965 |+361414.7|094319.6|
|MCG+06-22-004 |09 43 25|+36 13.3|    0.00|   15.0|         |+361314.4|094325.5|
|MCG+06-22-005 |09 43 43|+36 10.2|   11.00|   15.0|NGC 2971 |+361013.7|094343.4|
|MCG+06-22-006 |09 44 37|+32 47.2|    0.00|   15.0|         |+324711.4|094437.0|
|MCG+06-22-007 |09 44 48|+37 36.2|   10.00|   15.0|         |+373611.1|094447.7|
|MCG+06-22-008 |09 45 50|+33 51.1|   10.00|   15.0|         |+335108.5|094549.8|
|MCG+06-22-009 |09 45 51|+34 41.2|    7.00|   15.0|         |+344108.4|094550.6|
|MCG+06-22-010 |09 46 21|+34 47.1|    7.00|   15.0|         |+344707.2|094620.6|
|MCG+06-22-011 |09 47 26|+34 47.1|    8.00|   14.0|         |+344704.6|094726.4|
|MCG+06-22-012 |09 47 42|+35 04.1|    8.00|   15.0|         |+350404.0|094741.6|
|MCG+06-22-013 |09 48 34|+33 24.1|   60.00|   12.0|NGC 3003 |+332401.8|094833.9|
|MCG+06-22-014 |09 49 17|+35 02.0|    8.00|   15.0|         |+350200.1|094917.3|
|MCG+06-22-015 |09 49 20|+35 11.0|    8.00|   15.0|         |+351100.0|094920.5|
|MCG+06-22-016 |09 49 38|+34 26.0|    8.00|   15.0|         |+342559.3|094937.7|
|MCG+06-22-017 |09 49 53|+34 43.0|    8.00|   14.0|NGC 3012 |+344258.7|094952.9|
|MCG+06-22-018 |09 50 19|+33 32.9|    4.00|   15.0|         |+333257.7|095018.8|
|MCG+06-22-019 |09 50 58|+33 32.9|   15.00|   13.0|NGC 3021 |+333256.1|095057.7|
|MCG+06-22-020 |09 51 18|+33 06.9|   14.00|   15.0|         |+330655.3|095118.2|
|MCG+06-22-021 |09 51 36|+32 55.9|   16.00|   14.0|         |+325554.6|095136.0|
|MCG+06-22-022 |09 51 24|+35 45.9|    5.00|   15.0|         |+354555.1|095123.7|
|MCG+06-22-023 |09 52 24|+33 03.9|    0.00|   15.0|         |+330352.7|095224.0|
|MCG+06-22-024 |09 53 21|+36 05.8|    6.00|   14.0|         |+360550.6|095320.6|
|MCG+06-22-025 |09 54 16|+37 20.8|   11.00|   15.0|         |+372048.5|095415.7|
|MCG+06-22-026 |09 54 19|+34 08.8|    5.00|   15.0|         |+340848.3|095418.7|
|MCG+06-22-027 |09 54 37|+37 25.8|   11.00|   14.0|IC 2515  |+372547.7|095436.7|
|MCG+06-22-028 |09 54 43|+37 41.8|    4.00|   14.0|IC 2516  |+374147.5|095442.9|
|MCG+06-22-029 |09 55 30|+33 15.8|   10.00|   14.0|         |+331545.6|095529.7|
|MCG+06-22-030 |09 55 42|+37 02.8|    7.00|   15.0|         |+370245.2|095542.1|
|MCG+06-22-031 |09 55 51|+37 15.7|    3.00|   16.0|         |+371544.8|095551.3|
|MCG+06-22-032 |09 55 53|+35 58.7|    8.00|   15.0|         |+355844.7|095553.1|
|MCG+06-22-033 |09 55 50|+32 25.7|   10.00|   14.0|         |+322544.8|095549.9|
|MCG+06-22-034 |09 56 18|+37 02.7|    6.00|   15.0|         |+370243.8|095618.0|
|MCG+06-22-035 |09 57 15|+34 00.7|    4.50|   15.0|         |+340041.6|095715.0|
|MCG+06-22-036 |09 57 23|+36 05.7|    5.50|   15.0|         |+360541.3|095722.9|
|MCG+06-22-037 |09 57 35|+36 05.7|    4.00|   15.0|         |+360540.9|095734.9|
|MCG+06-22-038 |09 57 38|+36 04.7|    7.00|   15.0|         |+360440.8|095737.8|
|MCG+06-22-039 |09 57 36|+33 36.7|    6.00|   15.0|IC 2524  |+333640.8|095735.6|
|MCG+06-22-040 |09 57 42|+36 43.7|    6.00|   15.0|         |+364340.7|095741.4|
|MCG+06-22-041 |09 57 47|+36 04.7|    8.00|   16.0|         |+360440.5|095746.8|
|MCG+06-22-042 |09 57 50|+36 22.7|    0.00|   14.0|         |+362240.3|095750.1|
|MCG+06-22-043 |09 58 00|+37 19.7|   23.00|   13.0|         |+371940.0|095759.9|
|MCG+06-22-044 |09 58 08|+36 07.7|    7.00|   15.0|         |+360739.7|095807.8|
|MCG+06-22-045 |09 58 29|+36 15.7|    4.00|   15.0|         |+361538.9|095828.9|
|MCG+06-22-046 |09 58 25|+32 21.7|   20.00|   12.0|NGC 3067 |+322138.9|095825.4|
|MCG+06-22-047 |09 59 40|+35 24.6|   23.00|   13.0|NGC 3074 |+352436.2|095939.9|
|MCG+06-22-048 |09 59 48|+37 56.6|    6.00|   15.0|         |+375636.0|095948.2|
|MCG+06-22-049 |10 00 57|+38 08.6|    4.50|   16.0|         |+380833.4|100057.1|
|MCG+06-22-050 |10 00 59|+36 38.6|    9.00|   14.0|         |+363833.3|100058.7|
|MCG+06-22-051 |10 01 11|+36 52.6|    4.00|   15.0|         |+365232.9|100110.9|
|MCG+06-22-052 |10 01 23|+36 41.5|    6.00|   15.0|         |+364132.5|100122.7|
|MCG+06-22-053 |10 01 29|+37 13.6|    4.00|   15.0|IC 2530: |+371332.2|100129.2|
|MCG+06-22-054 |10 01 41|+37 16.6|   22.00|   14.0|         |+371631.8|100141.2|
|MCG+06-22-055 |10 01 43|+33 08.5|   20.00|   14.0|         |+330831.7|100143.6|
|MCG+06-22-056 |10 02 17|+33 52.5|    6.00|   16.0|         |+335230.4|100217.1|
|MCG+06-22-057 |10 02 36|+34 56.5|    7.00|   15.0|         |+345629.8|100235.9|
|MCG+06-22-058 |10 02 37|+32 42.5|    1.50|   16.0|         |+324229.7|100237.0|
|MCG+06-22-059 |10 02 40|+32 41.5|    4.00|   15.0|NGC 3099 |+324129.6|100240.0|
|MCG+06-22-060 |10 03 07|+33 03.5|   10.00|   15.0|         |+330328.6|100307.3|
|MCG+06-22-061 |10 03 32|+33 45.5|    5.00|   15.0|         |+334527.7|100331.8|
|MCG+06-22-062 |10 03 35|+37 28.4|    4.00|   15.0|         |+372827.7|100335.0|
|MCG+06-22-063 |10 03 41|+37 27.5|    4.00|   15.0|         |+372727.5|100341.0|
|MCG+06-22-064 |10 04 20|+37 51.4|    4.00|   15.0|         |+375126.1|100420.2|
|MCG+06-22-065 |10 04 29|+38 02.4|    7.00|   14.0|IC 2535  |+380225.8|100429.3|
|MCG+06-22-066 |10 04 29|+37 05.4|    4.00|   15.0|         |+370525.8|100428.5|
|MCG+06-22-067 |10 04 35|+37 05.4|    2.30|   15.0|         |+370525.6|100434.5|
|MCG+06-22-068 |10 04 50|+37 23.4|    7.00|   14.0|         |+372325.0|100449.7|
|MCG+06-22-069 |10 04 51|+35 07.4|    6.00|   15.0|         |+350724.9|100450.7|
|MCG+06-22-070 |10 04 57|+35 09.4|    5.00|   15.0|         |+350924.7|100456.7|
|MCG+06-22-071 |10 06 30|+32 56.3|   13.00|   15.0|         |+325621.4|100630.6|
|MCG+06-22-072 |10 06 41|+38 11.3|    8.00|   15.0|         |+381121.1|100641.0|
|MCG+06-22-073 |10 07 08|+35 00.4|    7.00|   15.0|         |+350020.1|100708.2|
|MCG+06-22-074 |10 07 12|+33 01.3|   24.00|   14.0|NGC 3118 |+330119.9|100712.5|
|MCG+06-22-075 |10 07 29|+37 54.3|    5.00|   16.0|         |+375419.4|100728.6|
|MCG+06-22-076 |10 07 53|+34 19.3|    7.00|   14.0|         |+341918.6|100752.5|
|MCG+06-22-077 |10 09 06|+32 29.3|   12.00|   14.0|         |+322916.0|100905.8|
|MCG+06-22-078 |10 10 24|+32 16.2|   12.00|   15.0|         |+321613.3|101023.4|
|MCG+06-23-001 |10 13 13|+35 16.1|    5.00|   15.0|         |+351607.7|101313.3|
|MCG+06-23-002 |10 13 13|+35 16.1|    7.00|   15.0|         |+351607.7|101313.3|
|MCG+06-23-003 |10 16 06|+38 05.0|    3.00|   15.0|IC 2557  |+380502.0|101606.0|
|MCG+06-23-004 |10 16 27|+37 47.0|   15.00|   14.0|         |+374701.4|101626.7|
|MCG+06-23-005 |10 18 36|+34 37.0|    8.00|   15.0|         |+343657.2|101835.8|
|MCG+06-23-006 |10 19 18|+34 40.0|    6.00|   16.0|         |+343955.9|101917.7|
|MCG+06-23-007 |10 19 18|+34 40.9|    7.00|   14.0|IC 2561  |+344055.9|101917.7|
|MCG+06-23-008 |10 22 24|+36 35.8|    7.00|   15.0|IC 2566  |+363550.1|102224.6|
|MCG+06-23-009 |10 22 36|+36 35.8|   13.00|   14.0|IC 2568  |+363549.7|102236.5|
|MCG+06-23-010 |10 23 40|+37 38.8|    7.00|   15.0|         |+373847.8|102340.1|
|MCG+06-23-011 |10 23 46|+33 45.8|   11.00|   14.0|         |+334547.6|102346.2|
|MCG+06-23-012 |10 23 49|+37 38.8|    6.00|   15.0|         |+373847.6|102349.1|
|MCG+06-23-013 |10 23 52|+33 48.8|   10.00|   15.0|         |+334847.4|102352.3|
|MCG+06-23-014 |10 25 28|+37 26.8|    0.00|   15.0|         |+372644.6|102527.6|
|MCG+06-23-015 |10 25 54|+35 57.7|    0.00|   15.0|         |+355743.8|102553.4|
|MCG+06-23-016 |10 26 18|+37 27.7|    5.00|   15.0|         |+372743.1|102618.4|
|MCG+06-23-017 |10 26 53|+34 54.7|   11.00|   14.0|         |+345442.1|102652.5|
|MCG+06-23-018 |10 28 03|+32 45.7|    5.00|   15.0|IC 2577  |+324540.0|102802.8|
|MCG+06-23-019 |10 34 36|+35 15.5|    8.00|   14.0|         |+351529.0|103436.2|
|MCG+06-23-020 |10 35 26|+37 40.4|    0.00|   16.0|         |+374027.7|103525.7|
|MCG+06-23-021 |10 36 19|+37 20.5|   25.00|   12.0|NGC 3294 |+372026.3|103619.3|
|MCG+06-23-022 |10 36 45|+35 03.4|   10.00|   14.0|IC 2591  |+350325.6|103644.7|
|MCG+06-23-023 |10 36 59|+38 04.4|    5.00|   16.0|         |+380425.3|103658.6|
|MCG+06-23-024 |10 36 59|+38 04.4|    4.00|   17.0|         |+380425.3|103658.6|
|MCG+06-23-025 |10 37 28|+37 04.4|   11.00|   16.0|         |+370424.5|103727.9|
|MCG+06-23-026 |10 37 43|+37 28.4|   13.00|   14.0|NGC 3304 |+372824.1|103743.1|
|MCG+06-24-001 |10 40 32|+35 53.3|    4.00|   16.0|         |+355319.7|104032.5|
|MCG+06-24-002 |10 40 42|+37 20.3|    7.00|   15.0|         |+372019.5|104042.4|
|MCG+06-24-003 |10 41 09|+36 22.3|   10.00|   15.0|         |+362218.8|104108.7|
|MCG+06-24-004 |10 41 33|+37 19.3|    0.00|   14.0|NGC 3334 |+371918.2|104133.2|
|MCG+06-24-005 |10 41 40|+33 42.3|    7.00|   16.0|         |+334218.0|104140.0|
|MCG+06-24-006 |10 42 43|+34 26.3|   40.00|   14.0|         |+342616.5|104243.2|
|MCG+06-24-007 |10 43 15|+37 16.3|    6.00|   15.0|         |+371615.7|104314.8|
|MCG+06-24-008 |10 44 51|+38 12.2|    6.00|   15.0|         |+381213.4|104451.0|
|MCG+06-24-009 |10 45 50|+37 14.2|   10.00|   14.0|         |+371412.0|104550.2|
|MCG+06-24-010 |10 46 01|+34 57.2|    0.00|   14.0|         |+345711.7|104600.8|
|MCG+06-24-011 |10 46 01|+34 57.2|    0.00|   16.0|         |+345711.7|104600.8|
|MCG+06-24-012 |10 46 20|+37 21.2|    8.00|   16.0|         |+372111.3|104620.2|
|MCG+06-24-013 |10 47 08|+37 34.1|    5.00|   15.0|         |+373410.2|104708.1|
|MCG+06-24-014 |10 47 51|+33 43.1|   11.00|   16.0|         |+334309.1|104750.8|
|MCG+06-24-015 |10 48 24|+34 42.1|   20.00|   13.0|NGC 3381 |+344208.4|104824.2|
|MCG+06-24-016 |10 49 29|+32 45.1|   12.00|   14.0|IC 2604  |+324506.9|104929.0|
|MCG+06-24-017 |10 49 53|+32 58.1|   15.00|   13.0|NGC 3395 |+325806.4|104953.1|
|MCG+06-24-018 |10 49 59|+32 59.1|   24.00|   14.0|NGC 3396 |+325906.2|104959.0|
|MCG+06-24-019 |10 50 10|+36 21.1|   11.00|   14.0|         |+362106.0|105009.8|
|MCG+06-24-020 |10 50 14|+38 11.1|    7.00|   14.0|         |+381105.9|105013.8|
|MCG+06-24-021 |10 50 20|+38 00.1|    7.00|   15.0|IC 2606  |+380005.8|105019.7|
|MCG+06-24-022 |10 50 20|+33 37.1|    0.00|   15.0|         |+333705.8|105020.3|
|MCG+06-24-023 |10 50 23|+38 02.1|    6.00|   15.0|IC 2607  |+380205.7|105022.7|
|MCG+06-24-024 |10 51 23|+32 45.1|    0.00|   14.0|NGC 3413 |+324504.4|105122.7|
|MCG+06-24-025 |10 51 47|+32 53.0|   30.00|   13.0|NGC 3424 |+325303.8|105146.7|
|MCG+06-24-026 |10 52 11|+32 57.1|   37.00|   12.0|NGC 3430 |+325703.3|105210.6|
|MCG+06-24-027 |10 52 18|+36 36.1|    8.00|   15.0|         |+363603.2|105218.5|
|MCG+06-24-028 |10 52 30|+36 38.0|   65.00|   11.0|NGC 3432 |+363802.9|105230.5|
|MCG+06-24-029 |10 52 35|+34 29.0|   11.00|   14.0|         |+342902.8|105235.3|
|MCG+06-24-030 |10 53 01|+37 38.0|    6.00|   15.0|         |+373802.3|105300.9|
|MCG+06-24-031 |10 53 13|+37 26.0|   10.00|   14.0|         |+372602.0|105312.8|
|MCG+06-24-032 |10 53 16|+37 18.1|    7.00|   15.0|         |+371802.0|105315.7|
|MCG+06-24-033 |10 53 34|+32 45.0|    0.00|   16.0|IC 2612: |+324501.5|105334.3|
|MCG+06-24-034 |10 53 38|+34 02.0|    8.00|   14.0|         |+340201.5|105337.9|
|MCG+06-24-035 |10 54 30|+35 58.0|    8.00|   16.0|         |+355800.4|105429.7|
|MCG+06-24-036 |10 55 57|+36 52.0|   15.00|   14.0|         |+365158.6|105556.9|
|MCG+06-24-037 |10 57 09|+37 14.9|   10.00|   15.0|         |+371457.1|105708.8|
|MCG+06-24-038 |10 57 47|+36 14.9|    8.00|   15.0|         |+361456.3|105747.2|
|MCG+06-24-039 |10 57 48|+37 40.0|    0.00|   15.0|         |+373956.3|105747.9|
|MCG+06-24-040 |10 57 57|+37 31.0|    7.00|   16.0|         |+373056.1|105756.8|
|MCG+06-24-041 |10 57 57|+37 32.9|    0.00|   16.0|         |+373256.1|105756.8|
|MCG+06-24-042 |11 00 10|+35 18.9|    8.00|   15.0|         |+351853.5|110010.2|
|MCG+06-24-043 |11 00 54|+38 06.9|    9.00|   15.0|         |+380652.7|110053.4|
|MCG+06-24-044 |11 02 52|+36 46.9|    4.50|   15.0|         |+364650.5|110252.4|
|MCG+06-24-045 |11 02 55|+35 13.9|    7.00|   16.0|         |+351350.4|110254.7|
|MCG+06-24-046 |11 05 03|+35 20.8|   14.00|   14.0|         |+352048.1|110503.3|
|MCG+06-24-047 |11 05 13|+38 04.8|    6.00|   15.0|         |+380447.9|110513.4|
|MCG+06-24-048 |11 05 34|+37 44.8|    4.00|   16.0|         |+374447.6|110534.2|
|MCG+06-25-001 |11 05 45|+35 05.8|    6.00|   15.0|         |+350547.4|110545.0|
|MCG+06-25-002 |11 06 00|+36 23.8|   12.00|   15.0|         |+362347.1|110600.5|
|MCG+06-25-003 |11 06 09|+34 40.8|    5.00|   15.0|         |+344046.9|110608.8|
|MCG+06-25-004 |11 06 14|+32 13.8|    4.00|   16.0|         |+321346.8|110613.8|
